BSE Symbol,NSE Symbol,Company Name          ,Sector
532543,GULFPETRO,GP Petroleums Ltd.,Lubricants
532988,RANEENGINE,Rane Engine Valve Ltd.,Auto Ancillary
526821,DAICHIKARK,Dai-Ichi Karkaria Ltd.,Chemicals
540395,,Chemcrux Enterprises Ltd.,Chemicals
539620,,Kanoria Energy & Infrastructure Ltd.,Cement & Construction Materials
524572,,Pharmaids Pharmaceuticals Ltd.,Pharmaceuticals & Drugs
530585,,Swastika Investmart Ltd.,Finance - Stock Broking
538817,,Captain Pipes Ltd.,Rubber  Products
509020,RUCHINFRA,Ruchi Infrastructure Ltd.,Logistics
539196,,Amba Enterprises Ltd.,Engineering - Industrial Equipments
512047,,Royal India Corporation Ltd.,Diamond  &  Jewellery
533168,ROSSELLIND,Rossell India Ltd.,Defence
533287,ZEELEARN,Zee Learn Ltd.,Educational Institutions
544191,,Purple Finance Ltd.,Finance - NBFC
538942,,Mercantile Ventures Ltd.,Finance - NBFC
544090,,Sayaji Hotel (Pune) Ltd.,"Hotel, Resort & Restaurants"
526397,ALPHAGEO,Alphageo (India) Ltd.,Engineering
507785,TAINWALCHM,Tainwala Chemicals & Plastics (India) Ltd.,Plastic Products
512437,,Apollo Finvest (India) Ltd.,Finance - Investment
513509,KALYANIFRG,Kalyani Forge Ltd.,Forgings
543614,TIPSFILMS,Tips Films Ltd.,"Film Production, Distribution & Entertainment"
539112,,SAB Industries Ltd.,Construction - Real Estate
539331,VETO,Veto Switchgears And Cables Ltd.,Electric Equipment
535621,,SV Global Mill Ltd.,Construction - Real Estate
539252,SHYAMCENT,Shyam Century Ferrous Ltd.,Ferro & Silica Manganese
532896,MAGNUM,Magnum Ventures Ltd.,Paper & Paper Products
524790,,Everest Organics Ltd.,Pharmaceuticals & Drugs
532878,ALPA,Alpa Laboratories Ltd.,Pharmaceuticals & Drugs
500389,SILVERLINE,Silverline Technologies Ltd.,IT - Software
539227,,Loyal Equipments Ltd.,Engineering - Industrial Equipments
540097,,Visco Trade Associates Ltd.,Finance - NBFC
533608,,RDB Rasayans Ltd.,Plastic Products
532326,INTENTECH,Intense Technologies Ltd.,IT - Software
540901,PRAXIS,Praxis Home Retail Ltd.,Retailing
526179,,Ludlow Jute & Specialities Ltd.,Textile - Weaving
512014,,Sobhagya Mercantile Ltd.,Trading
533161,EMMBI,Emmbi Industries Ltd.,Plastic Products
590025,GINNIFILA,Ginni Filaments Ltd.,Textile - Spinning
538902,DTIL,Dhunseri Tea & Industries Ltd.,Tea/Coffee
512165,,ABans Enterprises Ltd.,Trading
500449,HOCL,Hindustan Organic Chemicals Ltd.,Chemicals
514450,MHLXMIRU,Mahalaxmi Rubtech Ltd.,Textile
531215,,RTS Power Corporation Ltd.,Electric Equipment
533227,AHLEAST,Asian Hotels (East) Ltd.,"Hotel, Resort & Restaurants"
540570,,Variman Global Enterprises Ltd.,Construction - Real Estate
508670,,Neelamalai Agro Industries Ltd.,Tea/Coffee
511672,,Scan Steels Ltd.,Steel & Iron Products
524202,,Lactose (India) Ltd.,Pharmaceuticals & Drugs
532716,GILLANDERS,Gillanders Arbuthnot & Company Ltd.,Diversified
538713,,Atishay Ltd.,IT - Software
539255,,Star Delta Transformers Ltd.,Electric Equipment
531412,,Radix Industries (India) Ltd.,Household & Personal Products
504258,LAKSELECON,Lakshmi Electrical Control Systems Ltd.,Electric Equipment
541302,DHRUV,Dhruv Consultancy Services Ltd.,Engineering Consultancy
531996,,Odyssey Corporation Ltd.,Finance - Investment
590057,EQUIPPP,Equippp Social Impact Technologies Ltd.,Trading
500356,RAMANEWS,Shree Rama Newsprint Ltd.,Paper & Paper Products
543512,AVROIND,Avro India Ltd.,Plastic Products
507621,,Milkfood Ltd.,Consumer Food
513252,,Jay Ushin Ltd.,Auto Ancillary
509486,CAPRIHANS,Caprihans India Ltd.,Plastic Products
519299,,Prime Industries Ltd.,Consumer Food
508941,PANCARBON,Panasonic Carbon India Company Ltd.,Electrodes & Welding Equipment
514045,BSL,BSL Ltd.,Textile - Weaving
531439,GOLDTECH,AION-Tech Solutions Ltd.,IT - Software
540728,,Sayaji Industries Ltd.,Consumer Food
505075,SETCO,Setco Automotive Ltd.,Auto Ancillary
543241,,Veer Global Infraconstruction Ltd.,Construction - Real Estate
531307,,RRIL Ltd.,Textile
543737,,Aveer Foods Ltd.,Consumer Food
526731,BRIGHTBROS,Bright Brothers Ltd.,Plastic Products
520021,OMAXAUTO,Omax Autos Ltd.,Trading
505681,BIMETAL,Bimetal Bearings Ltd.,Bearings
532847,HILTON,Hilton Metal Forging Ltd.,Forgings
540614,,GG Engineering Ltd.,Electric Equipment
500343,AMJLAND,AMJ Land Holdings Ltd.,Construction - Real Estate
504351,,Empower India Ltd.,IT - Hardware
511714,,Nimbus Projects Ltd.,Construction - Real Estate
514330,,One Global Service Provider Ltd.,Textile
534674,DUCON,Ducon Infratechnologies Ltd.,IT - Hardware
538714,,Sangam Finserv Ltd.,Finance - NBFC
540393,SMLT,Sarthak Metals Ltd.,Metal - Ferrous
533452,DELPHIFX,Delphi World Money Ltd.,Finance - Others
513536,,Gujarat Natural Resources Ltd.,Oil Exploration
533275,SHAH,Shah Metacorp Ltd.,Steel & Iron Products
542933,UNIVPHOTO,Universus Photo Imagings Ltd.,Photographic Products
543993,,ARCL Organics Ltd.,Chemicals
534064,,Alliance Integrated Metaliks Ltd.,Engineering - Industrial Equipments
513353,,Cochin Minerals & Rutile Ltd.,Chemicals
540829,,Chandrima Mercantiles Ltd.,Trading
541144,,Active Clothing Co Ltd.,Textile
524598,AKSHARCHEM,Aksharchem (India) Ltd.,Dyes & Pigments
522251,,Cenlub Industries Ltd.,Engineering - Industrial Equipments
539407,GENCON,Generic Engineering Construction And Projects Ltd.,Engineering - Construction
523019,,BN Rathi Securities Ltd.,Finance - Stock Broking
533048,TPHQ,Teamo Productions HQ Ltd.,Engineering - Construction
533315,,Innovassynth Investments Ltd.,Finance - NBFC
512399,,Sera Investments & Finance India Ltd.,Finance - Others
531364,,Ekansh Concepts Ltd.,IT - Software
506180,,Emergent Industrial Solutions Ltd.,Trading
544080,,Sayaji Hotels (Indore) Ltd.,"Hotel, Resort & Restaurants"
526739,SHAWGELTIN,Narmada Gelatines Ltd.,Chemicals
533001,SOMICONVEY,Somi Conveyor Beltings Ltd.,Rubber  Products
543743,SAH,Sah Polymers Ltd.,Plastic Products
516032,,Tahmar Enterprises Ltd.,Breweries & Distilleries
542013,,Dolfin Rubbers Ltd.,Rubber  Products
532941,CORDSCABLE,Cords Cable Industries Ltd.,Cable
533107,SWANDEF,Swan Defence and Heavy Industries Ltd.,Shipping
509048,LANCORHOL,Lancor Holdings Ltd.,Construction - Real Estate
534060,,PMC Fincorp Ltd.,Finance - Investment
501391,,WH Brady & Company Ltd.,Trading
523638,IPRINGLTD,IP Rings Ltd.,Auto Ancillary
531399,,GG Automotive Gears Ltd.,Engineering - Industrial Equipments
538365,INCREDIBLE,Incredible Industries Ltd.,Steel & Iron Products
539275,,Mangalam Seeds Ltd.,Agriculture
532890,TAKE,Take Solutions Ltd.,IT - Software
539834,,Balgopal Commercial Ltd.,Trading
524518,KREBSBIO,Krebs Biochemicals & Industries Ltd.,Pharmaceuticals & Drugs
539479,,GTV Engineering Ltd.,Engineering
523449,KALYANISHP,Sharp India Ltd.,Air Conditioners
531694,,Rainbow Foundations Ltd.,Construction - Real Estate
523283,SUPERHOUSE,Superhouse Ltd.,Footwear
503804,SHRIDINESH,Shri Dinesh Mills Ltd.,Textile
539875,,RSD Finance Ltd.,Finance - NBFC
533181,ISFT,Intrasoft Technologies Ltd.,BPO/ITeS
539346,SADBHIN,Sadbhav Infrastructure Project Ltd.,Engineering - Construction
530219,,Nutricircle Ltd.,Textile
514470,,Winsome Textile Industries Ltd.,Textile
506579,OCCL,Oriental Carbon & Chemicals Ltd.,Chemicals
511018,,Milgrey Finance & Investments Ltd.,Finance - Investment
542580,AARTECH,Aartech Solonics Ltd.,Electric Equipment
504273,,Modulex Construction Technologies Ltd.,Electric Equipment
537536,,Denis Chem Lab Ltd.,Pharmaceuticals & Drugs
500028,ATVPROJ,ATV Projects India Ltd.,Engineering - Industrial Equipments
539561,,Remedium Lifecare Ltd.,Trading
543208,,Regis Industries Ltd.,Finance - NBFC
533506,INVENTURE,Inventure Growth & Securities Ltd.,Finance - Stock Broking
540192,,LKP Securities Ltd.,Finance - Stock Broking
533638,FLEXITUFF,Flexituff Ventures International Ltd.,Textile
531287,,National Plastic Technologies Ltd.,Plastic Products
516003,,Duroply Industries Ltd.,Wood & Wood Products
536493,,JK Agri Genetics Ltd.,Agriculture
532334,,HB Estate Developers Ltd.,Construction - Real Estate
514428,,Hindustan Adhesives Ltd.,Plastic Products
532992,,CHL Ltd.,"Hotel, Resort & Restaurants"
532994,ARCHIDPLY,Archidply Industries Ltd.,Wood & Wood Products
539218,,Saumya Consultants Ltd.,Finance - NBFC
539045,MANAKALUCO,Manaksia Aluminium Company Ltd.,Aluminium & Aluminium Products
530315,HINDTINWRK,Hindustan Tin Works Ltd.,Engineering - Industrial Equipments
506186,,Galaxy Cloud Kitchens Ltd.,"Film Production, Distribution & Entertainment"
505737,,International Combustion (India) Ltd.,Engineering - Industrial Equipments
507580,IVP,IVP Ltd.,Chemicals
532339,COMPUSOFT,Compucom Software Ltd.,IT - Education
538896,,Kanchi Karpooram Ltd.,Chemicals
532357,MUKTAARTS,Mukta Arts Ltd.,"Film Production, Distribution & Entertainment"
513361,ISIBARS,India Steel Works Ltd.,Steel & Iron Products
500231,UMANGDAIRY,Umang Dairies Ltd.,Consumer Food
523011,WEIZMANIND,Weizmann Ltd.,Textile
531529,,Softrak Venture Investment Ltd.,Finance - Investment
526971,,Dhoot Industrial Finance Ltd.,Trading
533298,SURANASOL,Surana Solar Ltd.,Electronics - Components
504076,,Jyoti Ltd.,Electric Equipment
512634,SAVERA,Savera Industries Ltd.,"Hotel, Resort & Restaurants"
530313,,Kimia Biosciences Ltd.,Pharmaceuticals & Drugs
517246,,BCC Fuba India Ltd.,Electronics - Components
530521,,Virat Industries Ltd.,Textile
523384,MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd.,Finance - Investment
531550,,Jhaveri Credits & Capital Ltd.,Finance - Stock Broking
531556,CORALFINAC,Coral India Finance & Housing Ltd.,Finance - NBFC
538706,,Ultracab (India) Ltd.,Cable
523483,PACIFICIND,Pacific Industries Ltd.,Ceramics/Marble/Granite/Sanitaryware
542367,XELPMOC,Xelpmoc Design And Tech Ltd.,IT - Software
512099,,Eyantra ventures Ltd.,Trading
509945,,Thacker & Company Ltd.,Trading
509692,INDIANCARD,Indian Card Clothing Company Ltd.,Textile - Machinery
516108,SIPAPER,South India Paper Mills Ltd.,Paper & Paper Products
524828,MBIND,BDH Industries Ltd.,Pharmaceuticals & Drugs
533329,INDTERRAIN,Indian Terrain Fashions Ltd.,Textile
502820,DCM,DCM Ltd.,Textile - Spinning
531746,PRAENG,Prajay Engineers Syndicate Ltd.,Construction - Real Estate
532362,,Nagpur Power & Industries Ltd.,Ferro & Silica Manganese
532873,HDIL,Housing Development And Infrastructure Ltd.,Construction - Real Estate
531173,,Syschem (India) Ltd.,Pharmaceuticals & Drugs
517514,,D&H India Ltd.,Electrodes & Welding Equipment
532989,BAFNAPH,Bafna Pharmaceuticals Ltd.,Pharmaceuticals & Drugs
500319,OSWALSUG,Indian Sucrose Ltd.,Sugar
540492,,Starlineps Enterprises Ltd.,Diamond  &  Jewellery
515145,HINDNATGLS,Hindusthan National Glass & Industries Ltd.,Glass
526027,CUBEXTUB,Cubex Tubings Ltd.,Metal - Non Ferrous
512131,SIGIND,Signet Industries Ltd.,Trading
504908,,Duncan Engineering Ltd.,Engineering - Industrial Equipments
542724,,Murae Organisor Ltd.,Pharmaceuticals & Drugs
538795,,Shree Ajit Pulp & Paper Ltd.,Paper & Paper Products
540796,,Ratnabhumi Developers Ltd.,Construction - Real Estate
540874,,7Seas Entertainment Ltd.,IT - Software
526492,,Rishiroop Ltd.,Trading
539219,,Mauria Udyog Ltd.,Engineering - Industrial Equipments
500354,RAJSREESUG,Rajshree Sugars & Chemicals Ltd.,Sugar
522292,,Candour Techtex Ltd.,Textile
505693,,LA TIM Metal & Industries Ltd.,Steel & Iron Products
526709,,BITS Ltd.,IT - Education
540401,,Maximus International Ltd.,Trading
530589,,Prima Plastics Ltd.,Plastic Products
531997,,Vuenow Infratech Ltd.,Engineering - Industrial Equipments
531688,PRITHVISOF,Prithvi Exchange (India) Ltd.,Trading
540726,,Trident Texofab Ltd.,Textile
531489,,CG-VAK Software & Exports Ltd.,IT - Software
526853,,Bilcare Ltd.,Plastic Products
532435,,Sanmit Infra Ltd.,Construction - Real Estate
526981,,Shri Bajrang Alliance Ltd.,Engineering - Industrial Equipments
542694,,Parshva Enterprises Ltd.,Trading
526519,ALPINEHOU,Alpine Housing Development Corporation Ltd.,Construction - Real Estate
511658,,Nettlinx Ltd.,IT - Software
526703,,Ecoplast Ltd.,Plastic Products
532419,SMARTLINK,Smartlink Holdings Ltd.,IT - Networking
508136,,B&A Ltd.,Tea/Coffee
531306,,DHP India Ltd.,Engineering - Industrial Equipments
500160,GTL,GTL Ltd.,Telecommunication - Service  Provider
506128,,Parnax Lab Ltd.,Pharmaceuticals & Drugs
513472,SIMPLEXCAS,Simplex Castings Ltd.,Castings/Forgings
540647,GANGESSECU,Ganges Securities Ltd.,Finance - Investment
505712,,Him Teknoforge Ltd.,Auto Ancillary
542753,,Seacoast Shipping Services Ltd.,Logistics
533170,,Tamboli Industries Ltd.,Finance - Investment
532160,GUJSTATFIN,Gujarat State Financial Corporation Ltd.,Finance Term Lending
500159,GLOBABOARD,Metroglobal Ltd.,Trading
532604,SALSTEEL,SAL Steel Ltd.,Steel/Sponge Iron/Pig Iron
511473,INDBANK,Indbank Merchant Banking Services Ltd.,Finance - Stock Broking
505504,,GHV Infra Projects Ltd.,IT - Software
524582,,Tirupati Starch & Chemicals Ltd.,Consumer Food
531537,,Mizzen Ventures Ltd.,Engineering - Construction
500083,CENTEXT,Century Extrusions Ltd.,Aluminium & Aluminium Products
513709,,Shilp Gravures Ltd.,Engineering - Industrial Equipments
533164,TEXMOPIPES,Texmo Pipes And Products Ltd.,Plastic Products
523676,,Golkunda Diamonds & Jewellery Ltd.,Diamond  &  Jewellery
531254,,Optimus Finance Ltd.,Finance - NBFC
524824,BALPHARMA,Bal Pharma Ltd.,Pharmaceuticals & Drugs
532053,,Wallfort Financial Services Ltd.,Finance - Investment
522091,,United Van Der Horst Ltd.,Engineering - Industrial Equipments
532801,CTE,Cambridge Technology Enterprises Ltd.,IT - Software
543229,,Samrat Forgings Ltd.,Forgings
526125,,BN Holdings Ltd.,Solvent  Extraction
543239,,GM Polyplast Ltd.,Plastic Products
526137,SHETRON,Shetron Ltd.,Engineering - Industrial Equipments
532507,BAGFILMS,B.A.G. Films and Media Ltd.,"Film Production, Distribution & Entertainment"
504080,,JSL Industries Ltd.,Electric Equipment
531918,,Hindustan Appliances Ltd.,Electric Equipment
532384,,Tyche Industries Ltd.,Pharmaceuticals & Drugs
517170,,Edvenswa Enterprises Ltd.,Electronics - Components
500342,PRUDMOULI,Prudential Sugar Corporation Ltd.,Sugar
533167,COROENGG,Coromandel Engineering Company Ltd.,Engineering - Construction
530185,,Surat Trade and Mercantile Ltd.,Textile - Manmade  Fibres
543645,HPIL,Hindprakash Industries Ltd.,Dyes & Pigments
511724,BAIDFIN,Baid Finserv Ltd.,Finance - NBFC
526654,,Thakkers Developers Ltd.,Construction - Real Estate
517477,ELNET,Elnet Technologies Ltd.,IT - Software
533343,LOVABLE,Lovable Lingerie Ltd.,Textile
500282,MODTHREAD,Modern Threads (India) Ltd.,Textile - Spinning
532637,MANGALAM,Mangalam Drugs And Organics Ltd.,Pharmaceuticals & Drugs
539598,,Credent Global Finance Ltd.,Finance - NBFC
531592,,Genpharmasec Ltd.,Dyes & Pigments
538923,,Sofcom Systems Ltd.,IT - Software
530017,SIL,Standard Industries Ltd.,Trading
505285,,Tulive Developers Ltd.,Engineering
538943,,Sonal Mercantile Ltd.,Finance - NBFC
505893,,Hindustan Hardy Ltd.,Auto Ancillary
532771,JHS,JHS Svendgaard Laboratories Ltd.,Household & Personal Products
517236,,Calcom Vision Ltd.,Electric Equipment
540709,RHFL,Reliance Home Finance Ltd.,Finance - Housing
535566,,KIFS Financial Services Ltd.,Finance - NBFC
532351,AKSHOPTFBR,Aksh Optifibre Ltd.,Cable
533576,VASWANI,Vaswani Industries Ltd.,Steel/Sponge Iron/Pig Iron
504840,,Kaira Can Company Ltd.,Packaging
532651,SPLIL,SPL Industries Ltd.,Textile
509051,,Indian Infotech & Software Ltd.,Finance - Investment
524136,,Pee Cee Cosma Sope Ltd.,Household & Personal Products
541778,,Deep Polymers Ltd.,Chemicals
526025,,Globus Power Generation Ltd.,Power Generation/Distribution
506640,,Gujchem Distillers India Ltd.,Chemicals
540686,,Smruthi Organics Ltd.,Pharmaceuticals & Drugs
512597,KEYFINSERV,Keynote Financial Services Ltd.,Finance - Investment
526409,,Kkalpana lndustries (India) Ltd.,Plastic Products
514036,LOYALTEX,Loyal Textile Mills Ltd.,Textile
532869,TARMAT,Tarmat Ltd.,Engineering - Construction
542862,,Shahlon Silk Industries Ltd.,Textile
507948,,Key Corp Ltd.,Finance - NBFC
517258,,Precision Electronics Ltd.,Engineering - Construction
511559,TIMESGTY,Times Guaranty Ltd.,Finance - Investment
520075,,Samkrg Pistons & Rings Ltd.,Auto Ancillary
512149,,Avance Technologies Ltd.,IT - Software
531234,,Scoobee Day Garments (India) Ltd.,Paper & Paper Products
539447,BEARDSELL,Beardsell Ltd.,Chemicals
526544,,SGL Resources Ltd.,Photographic Products
511557,,Pro Fin Capital Services Ltd.,Finance - NBFC
511505,CAPTRUST,Capital Trust Ltd.,Finance - NBFC
541347,,Parvati Sweetners and Power Ltd.,Sugar
514300,PIONEEREMB,Pioneer Embroideries Ltd.,Textile - Spinning
590075,LAMBODHARA,Lambodhara Textiles Ltd.,Textile - Spinning
539963,,Zeal Aqua Ltd.,Aquaculture
506530,,Kemp & Company Ltd.,Trading
534598,SAMPANN,Sampann Utpadan India Ltd.,Power Generation/Distribution
512018,,Tomorrow Technologies Global Innovations Ltd.,Finance - Investment
507645,,Polson Ltd.,Chemicals
523186,,B&A Packaging India Ltd.,Paper & Paper Products
524687,,Basant Agro Tech (India) Ltd.,Fertilizers
531540,,Maruti Infrastructure Ltd.,Construction - Real Estate
505216,ALFREDHERB,Alfred Herbert (India) Ltd.,Finance - NBFC
512608,BHANDARI,Bhandari Hosiery Exports Ltd.,Textile
511700,,Standard Capital Markets Ltd.,Finance - NBFC
530233,,Auro Laboratories Ltd.,Pharmaceuticals & Drugs
505302,,Lakshmi Engineering And Warehousing Ltd.,Logistics
543767,BTML,Bodhi Tree Multimedia Ltd.,TV Broadcasting & Software Production
543911,ATALREAL,Atal Realtech Ltd.,Construction - Real Estate
509026,,VJTF Eduservices Ltd.,Educational Institutions
513548,,Sharda Ispat Ltd.,Metal - Ferrous
543236,ATAM,Atam Valves Ltd.,Engineering - Industrial Equipments
531609,,KG Petrochem Ltd.,Textile
532376,MRO-TEK,MRO-TEK Realty Ltd.,IT - Hardware
542057,,BCPL Railway Infrastructure Ltd.,Engineering - Industrial Equipments
540268,TRU,TruCap Finance Ltd.,Finance - Stock Broking
526717,,HCP Plastene Bulkpack Ltd.,Plastic Products
540175,,Regency Fincorp Ltd.,Finance - Investment
530393,DBSTOCKBRO,DB (International) Stock Brokers Ltd.,Finance - Stock Broking
521200,SURYALAXMI,Suryalakshmi Cotton Mills Ltd.,Textile
532275,,Landmarc Leisure Corporation Ltd.,TV Broadcasting & Software Production
531169,,SKP Securities Ltd.,Finance - Investment
523248,,Machino Plastics Ltd.,Auto Ancillary
531888,,Rexnord Electronics & Controls Ltd.,Electric Equipment
531278,,Elixir Capital Ltd.,Finance - Investment
540078,,Mitsu Chem Plast Ltd.,Plastic Products
503663,,Tilak Ventures Ltd.,Finance - Investment
544079,DIGIDRIVE,Digidrive Distributors Ltd.,Retailing
530449,,Rungta Irrigation Ltd.,Engineering - Industrial Equipments
511630,SAMBHAAV,Sambhaav Media Ltd.,Printing And Publishing
526445,,Indrayani Biotech Ltd.,Floriculture
531395,,Padam Cotton Yarns Ltd.,Textile
519287,,Modern Dairies Ltd.,Consumer Food
507998,,Simmonds Marshall Ltd.,Fasteners
503162,RELCHEMQ,Reliance Chemotex Industries Ltd.,Textile - Spinning
530175,,Odyssey Technologies Ltd.,IT - Software
507910,FIBERWEB,Fiberweb (India) Ltd.,Textile
514138,,Suryalata Spinning Mills Ltd.,Textile - Spinning
506166,,Apis India Ltd.,Agriculture
505688,BHARATGEAR,Bharat Gears Ltd.,Auto Ancillary
533520,YAARI,Yaari Digital Integrated Services Ltd.,e-Commerce
512553,ZENITHEXPO,Zenith Exports Ltd.,Textile
531273,,Radhe Developers (India) Ltd.,Construction - Real Estate
532806,AICHAMP,AI Champdany Industries Ltd.,Textile - Weaving
507498,PICCADSUG,Piccadily Sugar & Allied Industries Ltd.,Sugar
512559,KOHINOOR,Kohinoor Foods Ltd.,Consumer Food
543262,,MRP Agro Ltd.,Trading
540648,PALASHSECU,Palash Securities Ltd.,Finance - Investment
532230,,Bengal Tea & Fabrics Ltd.,Textile - Spinning
500058,BIHARSPONG,Bihar Sponge Iron Ltd.,Steel/Sponge Iron/Pig Iron
532951,GSS,GSS Infotech Ltd.,IT - Software
531977,,Chartered Logistics Ltd.,Logistics
530621,,Akar Auto Industries Ltd.,Auto Ancillary
500013,ANSALAPI,Ansal Properties & Infrastructure Ltd.,Construction - Real Estate
523054,,Binayak Tex Processors Ltd.,Textile
515018,REGENCERAM,Regency Ceramics Ltd.,Ceramics/Marble/Granite/Sanitaryware
590056,SALONA,Salona Cotspin Ltd.,Textile - Spinning
513693,,KIC Metaliks Ltd.,Steel/Sponge Iron/Pig Iron
526381,PATINTLOG,Patel Integrated Logistics Ltd.,Logistics
532070,,Sumuka Agro Industries Ltd.,Trading
509009,AUSOMENT,Ausom Enterprise Ltd.,Trading
521034,SOMATEX,Soma Textiles & Industries Ltd.,Textile
532090,,Vandana Knitwear Ltd.,Textile
538732,,Vibrant Global Capital Ltd.,Finance - Investment
517372,,Gujarat Intrux Ltd.,Castings/Forgings
532998,LOTUSEYE,Lotus Eye Hospital And Institute Ltd.,Hospital & Healthcare Services
530331,,Premco Global Ltd.,Textile
524412,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Ltd.,Pharmaceuticals & Drugs
523844,,Constronics Infra Ltd.,Hospital & Healthcare Services
533239,PRAKASHSTL,Prakash Steelage Ltd.,Steel & Iron Products
535693,,Brahmaputra Infrastructure Ltd.,Engineering - Construction
530825,,Daikaffil Chemicals India Ltd.,Chemicals
523116,,Sanco Trans Ltd.,Logistics
531237,,Dhruva Capital Services Ltd.,Finance - NBFC
539546,,Agribio Spirits Ltd.,Trading
590041,KAVVERITEL,Kavveri Defence & Wireless Technologies Ltd.,Telecommunication - Equipment
532879,,Sir Shadi Lal Enterprises Ltd.,Sugar
500234,KAKATCEM,Kakatiya Cement Sugar & Industries Ltd.,Cement & Construction Materials
514272,,Bhilwara Spinners Ltd.,Trading
533056,,Vedavaag Systems Ltd.,IT - Software
530889,,Alka India Ltd.,Trading
522183,,ITL Industries Ltd.,Engineering - Industrial Equipments
532262,,TCI Industries Ltd.,Trading
514165,INDIANACRY,Indian Acrylics Ltd.,Textile - Spinning
524652,INDSWFTLTD,Ind-Swift Ltd.,Pharmaceuticals & Drugs
526861,,Rishi Laser Ltd.,Engineering - Industrial Equipments
505827,,SNL Bearings Ltd.,Bearings
502587,,Nath Industries Ltd.,Paper & Paper Products
530615,,Garg Furnace Ltd.,Steel & Iron Products
540702,LASA,Lasa Supergenerics Ltd.,Pharmaceuticals & Drugs
517429,,Athena Global Technologies Ltd.,IT - Software
519455,,Narbada Gems And Jewellery Ltd.,Trading
517238,,Dynavision Ltd.,Business Support
542437,ANMOL,Anmol India Ltd.,Trading
541152,GOYALALUM,Goyal Aluminiums Ltd.,Trading
503127,,Raja Bahadur International Ltd.,Textile - Spinning
522165,,Indsil Hydro Power and Manganese Ltd.,Ferro & Silica Manganese
533090,EXCEL,Excel Realty N Infra Ltd.,Trading
508929,,Avishkar Infra Realty Ltd.,Construction - Real Estate
538564,,James Warren Tea Ltd.,Tea/Coffee
539773,,Advik Capital Ltd.,Finance - NBFC
532411,VISESHINFO,MPS Infotecnics Ltd.,IT - Software
539353,,Sal Automotive Ltd.,Auto Ancillary
533296,FMNL,Future Market Networks Ltd.,Business Support
513436,SHAHALLOYS,Shah Alloys Ltd.,Steel & Iron Products
531289,,National Fittings Ltd.,Castings/Forgings
543376,,Samor Reality Ltd.,Construction - Real Estate
543281,SUVIDHAA,Suvidhaa Infoserve Ltd.,Fintech
514030,DEEPAKSPIN,Deepak Spinners Ltd.,Textile - Spinning
523289,RAMAVISION,Rama Vision Ltd.,Trading
512103,,Nidhi Granites Ltd.,Finance - Others
521097,AMARJOTHI,Amarjothi Spinning Mills Ltd.,Textile - Spinning
513496,,Sizemasters Technology Ltd.,Trading
511441,,Gujarat Credit Corporation Ltd.,Finance - NBFC
523277,,GV Films Ltd.,"Film Production, Distribution & Entertainment"
530545,,Cosco (India) Ltd.,Trading
507474,,Kothari Fermentation & Biochem Ltd.,Consumer Food
531842,,Lahoti Overseas Ltd.,Trading
500322,PANYAMCEM,Panyam Cements & Mineral Industries Ltd.,Cement & Construction Materials
538546,,Bansal Roofing Products Ltd.,Engineering
533012,LPDC,Landmark Property Development Company Ltd.,Construction - Real Estate
500458,PHILCORP,Kore Foods Ltd.,Consumer Food
543671,AAATECH,AAA Technologies Ltd.,BPO/ITeS
507960,,Gujarat Hotels Ltd.,"Hotel, Resort & Restaurants"
500220,JASCHIND,Jasch Industries Ltd.,Textile - Weaving
530533,,Terai Tea Company Ltd.,Tea/Coffee
539132,,Wardwizard Foods and Beverages Ltd.,Solvent  Extraction
504646,,Bhagwati Autocast Ltd.,Castings/Forgings
533400,FCONSUMER,Future Consumer Ltd.,Trading
534732,,Caspian Corporate Services Ltd.,Finance - Others
517494,,Accel Ltd.,IT - Hardware
532855,,Haryana Capfin Ltd.,Finance - Investment
540080,,Dhatre Udyog Ltd.,Steel & Iron Products
514402,,Eco Hotels & Resorts Ltd.,Textile
532219,ENERGYDEV,Energy Development Company Ltd.,Power Generation/Distribution
521109,NAGREEKEXP,Nagreeka Exports Ltd.,Textile - Spinning
541206,OBCL,Orissa Bengal Carrier Ltd.,Logistics
532812,TFL,Transwarranty Finance Ltd.,Finance - NBFC
532886,SELMC,SEL Manufacturing Company Ltd.,Textile
507180,KESARENT,Kesar Enterprises Ltd.,Sugar
538607,,Toyam Sports Ltd.,Finance - Stock Broking
540143,,Sagarsoft (India) Ltd.,Professional Services
526117,,Shervani Industrial Syndicate Ltd.,Construction - Real Estate
533261,EROSMEDIA,Eros International Media Ltd.,"Film Production, Distribution & Entertainment"
539398,,Vishal Bearings Ltd.,Bearings
532481,NOIDATOLL,Noida Toll Bridge Company Ltd.,Engineering - Construction
511147,,WSFX Global Pay Ltd.,Finance - NBFC
526614,,Expo Gas Containers Ltd.,Engineering - Construction
532373,,WEP Solutions Ltd.,IT - Software
507598,KLRF,Kovilpatti Lakshmi Roller Flour Mills Ltd.,Consumer Food
511200,,Munoth Capital Markets Ltd.,Finance - Stock Broking
511571,SOMDUTTFIN,Som Datt Finance Corporation Ltd.,Finance - Investment
523842,,Super Tannery Ltd.,Leather
543799,,S.V.J. Enterprises Ltd.,Packaging
540135,,ARC Finance Ltd.,Finance - NBFC
